Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link
"De Cecco M., Ito T., Petrashen A.P., Elias A.E., Skvir N.J., Criscione S.W., Caligiana A., Brocculi G., Adney E.M., Boeke J.D., Le O., Beauséjour C., Ambati J., Ambati K., Simon M., Seluanov A., Gorbunova V., Slagboom P.E., Helfand S.L., Neretti N., Sedivy J.M.","L1 drives IFN in senescent cells and promotes age-associated inflammation",2019,"Nature","566","7742",,"73","78",,155,"10.1038/s41586-018-0784-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061139488&doi=10.1038%2fs41586-018-0784-9&partnerID=40&md5=07da6bcfcbd7c359546ed054477df9af"
"Zhang D., Tang Z., Huang H., Zhou G., Cui C., Weng Y., Liu W., Kim S., Lee S., Perez-Neut M., Ding J., Czyz D., Hu R., Ye Z., He M., Zheng Y.G., Shuman H.A., Dai L., Ren B., Roeder R.G., Becker L., Zhao Y.","Metabolic regulation of gene expression by histone lactylation",2019,"Nature","574","7779",,"575","580",,153,"10.1038/s41586-019-1678-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074093665&doi=10.1038%2fs41586-019-1678-1&partnerID=40&md5=d631026a760643c794c16a156a9f1e36"
"de Goffau M.C., Lager S., Sovio U., Gaccioli F., Cook E., Peacock S.J., Parkhill J., Charnock-Jones D.S., Smith G.C.S.","Human placenta has no microbiome but can contain potential pathogens",2019,"Nature","572","7769",,"329","334",,153,"10.1038/s41586-019-1451-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069944910&doi=10.1038%2fs41586-019-1451-5&partnerID=40&md5=110a0146833091fa623b039b6c91601a"
"Yang C., Chen J., Ji X., Pollard T.P., Lü X., Sun C.-J., Hou S., Liu Q., Liu C., Qing T., Wang Y., Borodin O., Ren Y., Xu K., Wang C.","Aqueous Li-ion battery enabled by halogen conversion–intercalation chemistry in graphite",2019,"Nature","569","7755",,"245","250",,153,"10.1038/s41586-019-1175-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064929446&doi=10.1038%2fs41586-019-1175-6&partnerID=40&md5=35d6103a73a2a00aaa63c887108100bd"
"Velasco S., Kedaigle A.J., Simmons S.K., Nash A., Rocha M., Quadrato G., Paulsen B., Nguyen L., Adiconis X., Regev A., Levin J.Z., Arlotta P.","Individual brain organoids reproducibly form cell diversity of the human cerebral cortex",2019,"Nature","570","7762",,"523","527",,152,"10.1038/s41586-019-1289-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067013430&doi=10.1038%2fs41586-019-1289-x&partnerID=40&md5=850bd952ee456b10ae2bbda5e7c13207"
"Fang C., Li J., Zhang M., Zhang Y., Yang F., Lee J.Z., Lee M.-H., Alvarado J., Schroeder M.A., Yang Y., Lu B., Williams N., Ceja M., Yang L., Cai M., Gu J., Xu K., Wang X., Meng Y.S.","Quantifying inactive lithium in lithium metal batteries",2019,"Nature","572","7770",,"511","515",,149,"10.1038/s41586-019-1481-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070940762&doi=10.1038%2fs41586-019-1481-z&partnerID=40&md5=450370dc341b5d1d206be3c3621b7e57"
"Rosenthal R., Cadieux E.L., Salgado R., Bakir M.A., Moore D.A., Hiley C.T., Lund T., Tanić M., Reading J.L., Joshi K., Henry J.Y., Ghorani E., Wilson G.A., Birkbak N.J., Jamal-Hanjani M., Veeriah S., Szallasi Z., Loi S., Hellmann M.D., Feber A., Chain B., Herrero J., Quezada S.A., Demeulemeester J., Van Loo P., Beck S., McGranahan N., Swanton C., Swanton C., Jamal-Hanjani M., Veeriah S., Czyzewska-Khan J., Johnson D., Laycock J., Rosenthal R., Gorman P., Hynds R.E., Wilson G., Birkbak N.J., Watkins T.B.K., McGranahan N., Escudero M., Stewart A., Rowan A., Hiley C., Abbosh C., Goldman J., Stone R.K., Denner T., Ward S., Nye E., Joshi K., Joshi K., Wong Y.N.S., Georgiou A., Quezada S., Quezada S., Lowe H.L., Herrero J., Lawrence D., Hayward M., Panagiotopoulos N., Falzon M., Borg E., Marafioti T., Janes S.M., Forster M., Ahmad T., Lee S.M., Papadatos-Pastos D., Carnell D., Mendes R., George J., Ahmed A., Taylor M., Choudhary J., Summers Y., Califano R., Taylor P., Shah R., Krysiak P., Rammohan K., Fontaine E., Booton R., Evison M., Crosbie P., Moss S., Joseph L., Bishop P., Quinn A.M., Doran H., Leek A., Harrison P., Moore K., Waddington R., Novasio J., Blackhall F., Rogan J., Smith E., Dive C., Tugwood J., Brady G., Rothwell D.G., Pierce J., Gulati S., Naidu B., Langman G., Trotter S., Bancroft H., Kerr A., Kadiri S., Middleton G., Djearaman M., Fennell D., Shaw J.A., Le Quesne J., Moore D.A., Nakas A., Rathinam S., Monteiro W., Marshall H., Nelson L., Riley J., Primrose L., Martinson L., Anand G., Khan S., Nicolson M., Kerr K., Palmer S., Remmen H., Miller J., Buchan K., Chetty M., Gomersall L., Lester J., Morgan F., Adams H., Davies H., Kornaszewska M., Attanoos R., Lock S., MacKenzie M., Wilcox M., Bell H., Hackshaw A., Ngai Y., Smith S., Gower N., Ottensmeier C., Chee S., Johnson B., Alzetani A., Shaw E., Lim E., De Sousa P., Barbosa M.T., Bowman A., Jordan S., Rice A., Raubenheimer H., Bhayani H., Hamilton M., Mensah N., Ambrose L., Devaraj A., Chavan H., Nicholson A.G., Lau K., Sheaff M., Schmid P., Conibear J., Ezhil V., Prakash V., Russell P., Light T., Horey T., Danson S., Bury J., Edwards J., Hill J., Matthews S., Kitsanta Y., Suvarna K., Fisher P., Shackcloth M., Gosney J., Feeney S., Asante-Siaw J., Ryanna K., Dawson A., Tuffail M., Bajaj A., Brozik J., Walter H., Carey N., Price G., Gilbert K., Webb J., Patel A., Chaturvedi A., Granato F., Baker K., Carter M., Priest L., Krebs M.G., Lindsay C., Gomes F., Chemie F., George R., Patrini D., Khiroya R., Shaw P., Skrzypski M., Sunderland M.W., Reading J.L., Beastall C., Mangal N., Peggs K., Lim E., Al-Bakir M., Navani N., Scarci M., Ensell L., Biswas D., Salgado R., Razaq M., Nicod J., Beck S., Lopez S., Huebner A., Dietzen M., Mourikis T., Adefila-Ideozu T., Begum S., Klein H., Mani A., Carvalho S., Kaniu D., Realingo C., Malima M., Booth S., Lim L., Rao J., Tenconi S., Socci L., Kibutu F., Agyemang M., Young R., Blyth K.G., Dick C., Kirk A., Kidd A., The TRACERx consortium","Neoantigen-directed immune escape in lung cancer evolution",2019,"Nature","567","7749",,"479","485",,149,"10.1038/s41586-019-1032-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063265508&doi=10.1038%2fs41586-019-1032-7&partnerID=40&md5=e42def7780c88d246cc1c244f7f724b1"
"Zemp M., Huss M., Thibert E., Eckert N., McNabb R., Huber J., Barandun M., Machguth H., Nussbaumer S.U., Gärtner-Roer I., Thomson L., Paul F., Maussion F., Kutuzov S., Cogley J.G.","Global glacier mass changes and their contributions to sea-level rise from 1961 to 2016",2019,"Nature","568","7752",,"382","386",,145,"10.1038/s41586-019-1071-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064084076&doi=10.1038%2fs41586-019-1071-0&partnerID=40&md5=23b3586233e6bc484385e7b68946f93b"
"Seibold S., Gossner M.M., Simons N.K., Blüthgen N., Müller J., Ambarlı D., Ammer C., Bauhus J., Fischer M., Habel J.C., Linsenmair K.E., Nauss T., Penone C., Prati D., Schall P., Schulze E.-D., Vogt J., Wöllauer S., Weisser W.W.","Arthropod decline in grasslands and forests is associated with landscape-level drivers",2019,"Nature","574","7780",,"671","674",,144,"10.1038/s41586-019-1684-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074261055&doi=10.1038%2fs41586-019-1684-3&partnerID=40&md5=b228a9786416bcd488ebe7f610f36dbe"
"Wang W., Green M., Choi J.E., Gijón M., Kennedy P.D., Johnson J.K., Liao P., Lang X., Kryczek I., Sell A., Xia H., Zhou J., Li G., Li J., Li W., Wei S., Vatan L., Zhang H., Szeliga W., Gu W., Liu R., Lawrence T.S., Lamb C., Tanno Y., Cieslik M., Stone E., Georgiou G., Chan T.A., Chinnaiyan A., Zou W.","CD8+ T cells regulate tumour ferroptosis during cancer immunotherapy",2019,"Nature","569","7755",,"270","274",,144,"10.1038/s41586-019-1170-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065240381&doi=10.1038%2fs41586-019-1170-y&partnerID=40&md5=333d9223a055ab2da1bc85ee0909dcd5"
"Amiri M., Bandura K., Bhardwaj M., Boubel P., Boyce M.M., Boyle P.J., Brar C., Burhanpurkar M., Cassanelli T., Chawla P., Cliche J.F., Cubranic D., Deng M., Denman N., Dobbs M., Fandino M., Fonseca E., Gaensler B.M., Gilbert A.J., Gill A., Giri U., Good D.C., Halpern M., Hanna D.S., Hill A.S., Hinshaw G., Höfer C., Josephy A., Kaspi V.M., Landecker T.L., Lang D.A., Lin H.-H., Masui K.W., Mckinven R., Mena-Parra J., Merryfield M., Michilli D., Milutinovic N., Moatti C., Naidu A., Newburgh L.B., Ng C., Patel C., Pen U., Pinsonneault-Marotte T., Pleunis Z., Rafiei-Ravandi M., Rahman M., Ransom S.M., Renard A., Scholz P., Shaw J.R., Siegel S.R., Smith K.M., Stairs I.H., Tendulkar S.P., Tretyakov I., Vanderlinde K., Yadav P., The CHIME/FRB Collaboration","A second source of repeating fast radio bursts",2019,"Nature","566","7743",,"235","238",,144,"10.1038/s41586-018-0864-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061474322&doi=10.1038%2fs41586-018-0864-x&partnerID=40&md5=bc587e91859a84b8976f27e33e30d290"
"Falcon B., Zivanov J., Zhang W., Murzin A.G., Garringer H.J., Vidal R., Crowther R.A., Newell K.L., Ghetti B., Goedert M., Scheres S.H.W.","Novel tau filament fold in chronic traumatic encephalopathy encloses hydrophobic molecules",2019,"Nature","568","7752",,"420","423",,142,"10.1038/s41586-019-1026-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063326305&doi=10.1038%2fs41586-019-1026-5&partnerID=40&md5=64a283d29b72ee0b5839987dc86d6388"
"Yu C.Q., Huang X., Chen H., Godfray H.C.J., Wright J.S., Hall J.W., Gong P., Ni S.Q., Qiao S.C., Huang G.R., Xiao Y.C., Zhang J., Feng Z., Ju X.T., Ciais P., Stenseth N.C., Hessen D.O., Sun Z.L., Yu L., Cai W.J., Fu H.H., Huang X.M., Zhang C., Liu H.B., Taylor J.","Managing nitrogen to restore water quality in China",2019,"Nature","567","7749",,"516","520",,142,"10.1038/s41586-019-1001-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063325054&doi=10.1038%2fs41586-019-1001-1&partnerID=40&md5=40067e8141b99e52c6c351def002a06c"
"Ding Q., Zhang Y., Chen X., Fu X., Chen D., Chen S., Gu L., Wei F., Bei H., Gao Y., Wen M., Li J., Zhang Z., Zhu T., Ritchie R.O., Yu Q.","Tuning element distribution, structure and properties by composition in high-entropy alloys",2019,"Nature","574","7777",,"223","227",,141,"10.1038/s41586-019-1617-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073108777&doi=10.1038%2fs41586-019-1617-1&partnerID=40&md5=274a748db657471456c350bcbbe265c1"
"Lyu J., Wang S., Balius T.E., Singh I., Levit A., Moroz Y.S., O’Meara M.J., Che T., Algaa E., Tolmachova K., Tolmachev A.A., Shoichet B.K., Roth B.L., Irwin J.J.","Ultra-large library docking for discovering new chemotypes",2019,"Nature","566","7743",,"224","229",,141,"10.1038/s41586-019-0917-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061292708&doi=10.1038%2fs41586-019-0917-9&partnerID=40&md5=efff49ffdd35122f757fbea1844ad76e"
"Tikhonova A.N., Dolgalev I., Hu H., Sivaraj K.K., Hoxha E., Cuesta-Domínguez Á., Pinho S., Akhmetzyanova I., Gao J., Witkowski M., Guillamot M., Gutkin M.C., Zhang Y., Marier C., Diefenbach C., Kousteni S., Heguy A., Zhong H., Fooksman D.R., Butler J.M., Economides A., Frenette P.S., Adams R.H., Satija R., Tsirigos A., Aifantis I.","The bone marrow microenvironment at single-cell resolution",2019,"Nature","569","7755",,"222","228",,138,"10.1038/s41586-019-1104-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064216785&doi=10.1038%2fs41586-019-1104-8&partnerID=40&md5=4cbe82e46213b8d6315caf3858a23010"
"Jiang Y., Sun A., Zhao Y., Ying W., Sun H., Yang X., Xing B., Sun W., Ren L., Hu B., Li C., Zhang L., Qin G., Zhang M., Chen N., Zhang M., Huang Y., Zhou J., Zhao Y., Liu M., Zhu X., Qiu Y., Sun Y., Huang C., Yan M., Wang M., Liu W., Tian F., Xu H., Zhou J., Wu Z., Shi T., Zhu W., Qin J., Xie L., Fan J., Qian X., He F., He F., Qian X., Qin J., Jiang Y., Ying W., Sun W., Zhu Y., Zhu W., Wang Y., Yang D., Liu W., Liu Q., Yang X., Zhen B., Wu Z., Fan J., Sun H., Qian J., Hong T., Shen L., Xing B., Yang P., Shen H., Zhang L., Cheng S., Cai J., Zhao X., Sun Y., Xiao T., Mao Y., Chen X., Wu D., Chen L., Dong J., Deng H., Tan M., Wu Z., Zhao Q., Shen Z., Chen X., Gao Y., Sun W., Wang T., Liu S., Lin L., Zi J., Lou X., Zeng R., Wu Y., Cai S., Jiang B., Chen A., Li Z., Yang F., Chen X., Sun Y., Wang Q., Zhang Y., Wang G., Chen Z., Qin W., Li Z., Chinese Human Proteome Project (CNHPP) Consortium","Proteomics identifies new therapeutic targets of early-stage hepatocellular carcinoma",2019,"Nature","567","7747",,"257","261",,138,"10.1038/s41586-019-0987-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062825730&doi=10.1038%2fs41586-019-0987-8&partnerID=40&md5=574308e8dcbbc008e79973f507f38e72"
"Yokoyama A., Kakiuchi N., Yoshizato T., Nannya Y., Suzuki H., Takeuchi Y., Shiozawa Y., Sato Y., Aoki K., Kim S.K., Fujii Y., Yoshida K., Kataoka K., Nakagawa M.M., Inoue Y., Hirano T., Shiraishi Y., Chiba K., Tanaka H., Sanada M., Nishikawa Y., Amanuma Y., Ohashi S., Aoyama I., Horimatsu T., Miyamoto S., Tsunoda S., Sakai Y., Narahara M., Brown J.B., Sato Y., Sawada G., Mimori K., Minamiguchi S., Haga H., Seno H., Miyano S., Makishima H., Muto M., Ogawa S.","Age-related remodelling of oesophageal epithelia by mutated cancer drivers",2019,"Nature","565","7739",,"312","317",,138,"10.1038/s41586-018-0811-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060173373&doi=10.1038%2fs41586-018-0811-x&partnerID=40&md5=85fdb3c76251276bb7f05a66d6343a42"
"Kerelsky A., McGilly L.J., Kennes D.M., Xian L., Yankowitz M., Chen S., Watanabe K., Taniguchi T., Hone J., Dean C., Rubio A., Pasupathy A.N.","Maximized electron interactions at the magic angle in twisted bilayer graphene",2019,"Nature","572","7767",,"95","100",,136,"10.1038/s41586-019-1431-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070924354&doi=10.1038%2fs41586-019-1431-9&partnerID=40&md5=21840c038150fb29565aa810cf26ac1d"
"Grünewald J., Zhou R., Garcia S.P., Iyer S., Lareau C.A., Aryee M.J., Joung J.K.","Transcriptome-wide off-target RNA editing induced by CRISPR-guided DNA base editors",2019,"Nature","569","7756",,"433","437",,136,"10.1038/s41586-019-1161-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065539541&doi=10.1038%2fs41586-019-1161-z&partnerID=40&md5=c9065357c6447a44534954a61654c20e"
"Zimmermann M., Zimmermann-Kogadeeva M., Wegmann R., Goodman A.L.","Mapping human microbiome drug metabolism by gut bacteria and their genes",2019,"Nature","570","7762",,"462","467",,135,"10.1038/s41586-019-1291-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067882185&doi=10.1038%2fs41586-019-1291-3&partnerID=40&md5=002b8b80e1375a6b48f5b81b5a808bca"
"Proctor L.M., Creasy H.H., Fettweis J.M., Lloyd-Price J., Mahurkar A., Zhou W., Buck G.A., Snyder M.P., Strauss J.F., III, Weinstock G.M., White O., Huttenhower C., The Integrative HMP (iHMP) Research Network Consortium","The Integrative Human Microbiome Project",2019,"Nature","569","7758",,"641","648",,134,"10.1038/s41586-019-1238-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066471013&doi=10.1038%2fs41586-019-1238-8&partnerID=40&md5=e189d2592de6a921ccea00106368cdfd"
"Feldmann J., Youngblood N., Wright C.D., Bhaskaran H., Pernice W.H.P.","All-optical spiking neurosynaptic networks with self-learning capabilities",2019,"Nature","569","7755",,"208","214",,133,"10.1038/s41586-019-1157-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065559430&doi=10.1038%2fs41586-019-1157-8&partnerID=40&md5=e1860544bc4d725b26e6ae80429a3fa6"
"Ravetz B.D., Pun A.B., Churchill E.M., Congreve D.N., Rovis T., Campos L.M.","Photoredox catalysis using infrared light via triplet fusion upconversion",2019,"Nature","565","7739",,"343","346",,131,"10.1038/s41586-018-0835-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060184480&doi=10.1038%2fs41586-018-0835-2&partnerID=40&md5=0d40583077e7fdb42b592e7dd00dde70"
"Manipatruni S., Nikonov D.E., Lin C.-C., Gosavi T.A., Liu H., Prasad B., Huang Y.-L., Bonturim E., Ramesh R., Young I.A.","Scalable energy-efficient magnetoelectric spin–orbit logic",2019,"Nature","565","7737",,"35","42",,131,"10.1038/s41586-018-0770-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059500406&doi=10.1038%2fs41586-018-0770-2&partnerID=40&md5=b41c92fd0901a31fbc899289bf4a39dc"
"Scott A.C., Dündar F., Zumbo P., Chandran S.S., Klebanoff C.A., Shakiba M., Trivedi P., Menocal L., Appleby H., Camara S., Zamarin D., Walther T., Snyder A., Femia M.R., Comen E.A., Wen H.Y., Hellmann M.D., Anandasabapathy N., Liu Y., Altorki N.K., Lauer P., Levy O., Glickman M.S., Kaye J., Betel D., Philip M., Schietinger A.","TOX is a critical regulator of tumour-specific T cell differentiation",2019,"Nature","571","7764",,"270","274",,130,"10.1038/s41586-019-1324-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068312747&doi=10.1038%2fs41586-019-1324-y&partnerID=40&md5=7690cebfb3019bb46e96d80ace02a38c"
"Luo X., Reiter M.A., d’Espaux L., Wong J., Denby C.M., Lechner A., Zhang Y., Grzybowski A.T., Harth S., Lin W., Lee H., Yu C., Shin J., Deng K., Benites V.T., Wang G., Baidoo E.E.K., Chen Y., Dev I., Petzold C.J., Keasling J.D.","Complete biosynthesis of cannabinoids and their unnatural analogues in yeast",2019,"Nature","567","7746",,"123","126",,130,"10.1038/s41586-019-0978-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062584782&doi=10.1038%2fs41586-019-0978-9&partnerID=40&md5=1c31d58186ec8ea97cefcf99604142fb"
"Tomašev N., Glorot X., Rae J.W., Zielinski M., Askham H., Saraiva A., Mottram A., Meyer C., Ravuri S., Protsyuk I., Connell A., Hughes C.O., Karthikesalingam A., Cornebise J., Montgomery H., Rees G., Laing C., Baker C.R., Peterson K., Reeves R., Hassabis D., King D., Suleyman M., Back T., Nielson C., Ledsam J.R., Mohamed S.","A clinically applicable approach to continuous prediction of future acute kidney injury",2019,"Nature","572","7767",,"116","119",,129,"10.1038/s41586-019-1390-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070862380&doi=10.1038%2fs41586-019-1390-1&partnerID=40&md5=dc7cd1fdde4d7359f5bb48a35e42fcdd"
"Gui X., Yang H., Li T., Tan X., Shi P., Li M., Du F., Chen Z.J.","Autophagy induction via STING trafficking is a primordial function of the cGAS pathway",2019,"Nature","567","7747",,"262","266",,129,"10.1038/s41586-019-1006-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062871501&doi=10.1038%2fs41586-019-1006-9&partnerID=40&md5=e4957b6d45d740affcdfc3c7aaa3d0e8"
"Otrokov M.M., Klimovskikh I.I., Bentmann H., Estyunin D., Zeugner A., Aliev Z.S., Gaß S., Wolter A.U.B., Koroleva A.V., Shikin A.M., Blanco-Rey M., Hoffmann M., Rusinov I.P., Vyazovskaya A.Y., Eremeev S.V., Koroteev Y.M., Kuznetsov V.M., Freyse F., Sánchez-Barriga J., Amiraslanov I.R., Babanly M.B., Mamedov N.T., Abdullayev N.A., Zverev V.N., Alfonsov A., Kataev V., Büchner B., Schwier E.F., Kumar S., Kimura A., Petaccia L., Di Santo G., Vidal R.C., Schatz S., Kißner K., Ünzelmann M., Min C.H., Moser S., Peixoto T.R.F., Reinert F., Ernst A., Echenique P.M., Isaeva A., Chulkov E.V.","Prediction and observation of an antiferromagnetic topological insulator",2019,"Nature","576","7787",,"416","422",,127,"10.1038/s41586-019-1840-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076901307&doi=10.1038%2fs41586-019-1840-9&partnerID=40&md5=fcc9b6acb0026ecc1e9a6ba02448b9f9"
"Zhang M., Buscaino B., Wang C., Shams-Ansari A., Reimer C., Zhu R., Kahn J.M., Lončar M.","Broadband electro-optic frequency comb generation in a lithium niobate microring resonator",2019,"Nature","568","7752",,"373","377",,126,"10.1038/s41586-019-1008-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064564227&doi=10.1038%2fs41586-019-1008-7&partnerID=40&md5=46889923ae3d8018cf7abdb80ac6c571"
"Alfei F., Kanev K., Hofmann M., Wu M., Ghoneim H.E., Roelli P., Utzschneider D.T., von Hoesslin M., Cullen J.G., Fan Y., Eisenberg V., Wohlleber D., Steiger K., Merkler D., Delorenzi M., Knolle P.A., Cohen C.J., Thimme R., Youngblood B., Zehn D.","TOX reinforces the phenotype and longevity of exhausted T cells in chronic viral infection",2019,"Nature","571","7764",,"265","269",,125,"10.1038/s41586-019-1326-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068324282&doi=10.1038%2fs41586-019-1326-9&partnerID=40&md5=e5595c8e96012ad28522c316e9d5e4e0"
